,field_1,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,federal_agency,geometry,OBJECTID,UTILITYNAM,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,GLOBALID,SHAPE_STAr,SHAPE_STLe
94,94,public,24 hours daily,,,2021-06-16,,ELEC,Public,73417,,,E,Newberg - Chevron,888-833-2148,2021-06-16T01:05:17,,200-9,45.30867,-122.941716,Newberg,,,OR,3745 East Portland Road,97132,US,,,,,,,,,,,"['CHADEMO', 'J1772']",1.0,,1.0,Webasto,https://www.evsolutions.com/ev-network,,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",,,,,,,,,,,,,,,,Public,,"{'posts': ['1468', '1818']}",,POINT (7574027.8254301 608120.4143173785),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
95,95,public,24 hours daily,,,2021-06-16,,ELEC,Public,73418,,,E,Banks - Jim's Thriftway,888-833-2148,2021-06-16T01:05:17,,GPS,45.61007,-123.11286,Banks,,,OR,660 Main Street Suite A,97106,US,,,,,,,,,,,['CHADEMO'],1.0,,,Webasto,https://www.evsolutions.com/ev-network,,DC Fast: $7.50 per session or $19.99 for monthly plan,,,,,,,,,,,,,,,,Public,,{'posts': ['1470']},,POINT (7533573.415903791 719330.9915992701),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
100,100,public,24 hours daily,,,2021-06-16,,ELEC,Public,73423,,,E,Welches - Barlow Trail Roadhouse,888-833-2148,2021-06-16T01:05:17,,200-9,45.344393,-121.947981,Welches,,,OR,69580 East Highway 26,97067,US,,,,,,,,,,,"['CHADEMO', 'J1772']",1.0,,1.0,Webasto,https://www.evsolutions.com/ev-network,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,,,,,,,,Public,,"{'posts': ['1699', '1837']}",,POINT (7829838.578063445 614988.9474905569),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
108,108,public,24 hours daily,,,2021-06-16,,ELEC,Public,73432,,,E,Spirit Mountain Casino Service Station,888-833-2148,2021-06-16T01:05:17,,200-9,45.060267,-123.57813,Grand Ronde,,,OR,26820 Salmon River Highway,97347,US,,,,,,,,,,,"['CHADEMO', 'J1772']",1.0,,1.0,Webasto,https://www.evsolutions.com/ev-network,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,,,,,,,,Public,,"{'posts': ['1742', '1903']}",,POINT (7406947.26799313 523215.5788603344),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
117,117,public,24 hours daily,,,2021-06-16,,ELEC,Public,73444,,,E,Government Camp - Ski Bowl West,888-833-2148,2021-06-16T01:05:17,,GPS,45.30191,-121.7733,Government Camp,,,OR,87000 East Highway 26,97028,US,,,,,,,,,,,"['CHADEMO', 'J1772']",1.0,,1.0,Webasto,https://www.evsolutions.com/ev-network,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,,,,,,,,Public,,"{'posts': ['2216', '2402']}",,POINT (7874499.208847428 598745.6941594779),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
119,119,public,24 hours daily,,,2021-06-07,,ELEC,Public,73759,2016-02-01,P,E,Hyland Estates,503-554-4200,2021-06-07T17:37:37,BREWERY_DISTILLERY_WINERY,200-9,45.268997,-123.020986,Dundee,,,OR,20980 NE Niederberger Rd,97115,US,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7553192.79824297 594289.465431088),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
122,122,private,8am-5pm daily; Employee and guest use only,,,2021-06-07,,ELEC,TEMPORARILY UNAVAILABLE (Private),74213,,P,T,SunPower,,2021-06-07T17:37:37,OFFICE_BLDG,200-9,45.55102,-122.939917,Hillsboro,,,OR,25300 NW Evergreen Rd,97124,US,,,,,,,,,,,"['CHADEMO', 'J1772']",1.0,,1.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Privé),,,,POINT (7577158.549869472 696426.6469663527),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
124,124,public,24 hours daily,,,2021-06-16,,ELEC,Public,74705,,,E,STADIUM PARKING GARAGE,888-758-4389,2021-06-16T00:24:33,,GPS,45.523855,-122.69492,Portland,,,OR,2121 W Burnside St,97210,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL142993'], 'posts': ['5909001', '5909011']}",,POINT (7639624.802294866 684725.6922211054),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
128,128,public,24 hours daily,,,2021-06-16,,ELEC,Public,77349,,,E,Woodburn - Woodburn Transit Center,888-833-2148,2021-06-16T01:05:17,,200-8,45.15136,-122.87629,Woodburn,,,OR,2875 Newburg Hwy,97071,US,,,,,,,,,,,"['CHADEMO', 'J1772']",1.0,,1.0,Webasto,https://www.evsolutions.com/ev-network,,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",,,,,,,,,,,,,,,,Public,,"{'posts': ['2198', '2868']}",,POINT (7589165.494099836 550290.9824361256),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
133,133,public,24 hours daily,,,2021-06-16,,ELEC,Public,78942,,,E,FIRST AND MAIN GARAGE #1,888-758-4389,2021-06-16T00:24:33,,GPS,45.515005,-122.676081,Portland,,,OR,100 SW Main,97204,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL157971'], 'posts': ['211139', '211141']}",,POINT (7644364.450728783 681369.4920135356),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
135,135,private,Fleet vehicle only,GOVERNMENT,,2021-02-22,,ELEC,Private - Government only,79135,2013-07-01,FG,E,Edith Green - Wendell Wyatt Federal Building,,2021-03-11T23:22:17,FED_GOV,200-9,45.514468,-122.677047,Portland,,,OR,1220 SW 3rd Ave,97204,US,,,,,,,,,,,['J1772'],,,6.0,Non-Networked,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,,"{'id': 21, 'code': 'GSA', 'name': 'General Services Administration'}",POINT (7644111.64694642 681180.4394620063),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
136,136,public,24 hours daily,,,2021-06-16,,ELEC,Public,79184,,,E,BMW PORTLAND FRONT LOT,888-758-4389,2021-06-16T00:24:33,,GPS,45.519061,-122.694805,Portland,,,OR,2018 SW Madison St,97205,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL95497'], 'posts': ['149965', '149967']}",,POINT (7639606.785965961 682977.6083768972),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
137,137,public,24 hours daily,,,2021-06-16,,ELEC,Public,79220,,,E,OSH OSH 1,888-758-4389,2021-06-16T00:24:33,,GPS,44.938542,-123.005982,Salem,,,OR,Bobolink Way,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL151723'], 'posts': ['202011', '202013']}",,POINT (7553317.29251195 473751.7906253983),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
139,139,public,24 hours daily,,,2021-06-16,,ELEC,Public,80057,,,E,EV4 DC FAST 01,888-758-4389,2021-06-16T00:24:33,,GPS,45.487166,-122.637985,Portland,,,OR,2727 SE Raymond St,97202,US,,,,,,,,,,,['J1772COMBO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL111937'], 'posts': ['149325']}",,POINT (7653857.679477653 670962.1045664046),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
140,140,public,24 hours daily,,,2021-06-16,,ELEC,Public,81177,,,E,DAS OREGON 550 BLD VISITOR,888-758-4389,2021-06-16T00:24:33,,GPS,44.941975,-123.025572,Salem,,,OR,550 capital st NE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL162417'], 'posts': ['217111', '217113']}",,POINT (7548286.332666956 475160.6648990436),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
142,142,private,For fleet use only,,,2021-05-06,,ELEC,Private,81506,2016-06-15,SG,E,Oregon Department of Energy,,2021-05-06T13:19:19,STATE_GOV,200-9,44.941989,-123.025697,Salem,,,OR,550 Capitol St NE,97301,US,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,,,,POINT (7548254.143073382 475166.7779403873),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
145,145,public,24 hours daily,,,2021-06-16,,ELEC,Public,82604,,,E,SOFI LAKE OSWEG STATION 1,888-758-4389,2021-06-16T00:24:33,,GPS,45.41896,-122.715093,Lake Oswego,,,OR,15000 Davis Ln,97035,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL157935'], 'posts': ['211073', '211075']}",,POINT (7633408.061036503 646636.1802698213),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
146,146,public,24 hours daily,,,2021-06-16,,ELEC,Public,85386,,,E,STATION1 SOFI CEDAR MILL,888-758-4389,2021-06-16T00:24:33,,GPS,45.521907,-122.799164,Portland,,,OR,11785 NW Timberview Ln,97229,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL197789'], 'posts': ['266991', '266993']}",,POINT (7612897.848427689 684758.7119608179),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
152,152,public,24 hours daily,,,2021-06-16,,ELEC,Public,87980,,,E,HILLSBORO OR PUB WORKS 2,888-758-4389,2021-06-16T00:24:33,,GPS,45.551867,-122.94907,Hillsboro,,,OR,4415 Northeast 30th,97124,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL186661'], 'posts': ['13176691', '13176701']}",,POINT (7574824.249291615 696806.2641542353),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
153,153,public,24 hours daily,,,2021-06-16,,ELEC,Public,87981,,,E,HILLSBORO OR PUB WORKS 1,888-758-4389,2021-06-16T00:24:33,,GPS,45.551864,-122.949149,Hillsboro,,,OR,4415 NE 30th Ave,97124,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL183641'], 'posts': ['247731', '247733']}",,POINT (7574803.988221234 696805.7842052981),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
154,154,private,Employee use only,,,2021-05-06,,ELEC,Private,92101,2016-06-15,SG,E,Oregon Department of Energy,,2021-05-06T13:19:19,STATE_GOV,200-9,44.941989,-123.025697,Salem,,,OR,550 Capitol St NE,97301,US,,,,,,,,,,,['NEMA520'],,12.0,,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,,,,POINT (7548254.143073382 475166.7779403873),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
159,159,public,24 hours daily,,,2021-06-16,,ELEC,Public,93826,,,E,CAPPELLA CHARGER,888-758-4389,2021-06-16T00:24:33,,GPS,44.888818,-123.059289,Salem,,,OR,4752 Liberty Rd S,97302,US,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL353431'], 'posts': ['2237321']}",,POINT (7538946.875200097 456065.8725560266),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
162,162,public,Office business hours; for employee and guest use only,,,2020-04-08,,ELEC,Public,94873,2017-06-30,P,E,Universal Recycling Technologies,866-816-7584,2021-03-11T23:22:17,OFFICE_BLDG,200-9,45.404067,-122.558917,Clackamas,,,OR,10145 SE Jennifer St,97015,US,,,,,,,,,,,['J1772'],,,2.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,Public,,,,POINT (7673356.516240619 640147.4173408818),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
163,163,public,24 hours daily; for hotel guest use only,CALL,,2020-04-08,,ELEC,Public - Call ahead,94874,2016-06-26,P,E,Residence Inn,866-816-7584,2021-03-11T23:22:17,HOTEL,200-9,45.546484,-122.92822,Hillsboro,,,OR,3160 NE Brookwood Pkwy,97124,US,,,,,,,,,,,['J1772'],,,6.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,,,POINT (7580103.922613265 694683.2585924577),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
166,166,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,95080,,,E,Mult Co - Midland Library,888-998-2546,2021-06-15T22:55:14,,GPS,45.516346,-122.538201,Portland,,,OR,805 SE 122nd Avenue,97233,US,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['49780'], 'posts': ['17683']}",,POINT (7679708.040013322 680936.5761407412),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
167,167,private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Private,95129,,,E,Griffith Drive Building,888-998-2546,2021-06-15T22:55:14,,GPS,45.485607,-122.798062,Beaverton,,,OR,4755 SW Griffith Dr.,97005,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Privé,,"{'station': ['312467'], 'posts': ['13469', '86963']}",,POINT (7612803.761139107 671520.8455238785),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
169,169,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,95137,,,E,Salem - Central Library,888-998-2546,2021-06-15T22:55:14,,GPS,44.93486,-123.041872,Salem,,,OR,585 Liberty Street SE,97301,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['50490'], 'posts': ['12392', '13822']}",,POINT (7543986.423342555 472700.3965995359),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
170,170,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,95138,,,E,Mult Co - Rockwood Library,888-998-2546,2021-06-15T22:55:14,,GPS,45.519694,-122.478926,Portland,,,OR,17917 S.E. Stark Street,97233,US,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['50517'], 'posts': ['33386']}",,POINT (7694927.058741024 681779.2160862932),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
171,171,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,95158,,,E,FRED MEYER - #360 Stadium,888-998-2546,2021-06-15T22:55:14,,GPS,45.523689,-122.692838,Portland,,,OR,100 NW 20th Place,97209,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['50754'], 'posts': ['11696', '11817']}",,POINT (7640156.566447676 684650.7014009614),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
172,172,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,95159,,,E,FRED MEYER - #135 Hawthorne,888-998-2546,2021-06-15T22:55:14,,GPS,45.512679,-122.623593,Portland,,,OR,3805 SE Hawthorne Blvd,97214,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['50755'], 'posts': ['11740', '11741']}",,POINT (7657791.837488898 680163.7309446296),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
173,173,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,95161,,,E,FRED MEYER - #127 Gresham,888-998-2546,2021-06-15T22:55:14,,GPS,45.494909,-122.404711,Gresham,"Units are located on south side of 
building near bottle return.
",,OR,2497 SE Burnside Rd,97080,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['50762'], 'posts': ['15968', '17692']}",,POINT (7713730.764165998 672287.8098596468),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
174,174,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,95162,,,E,FRED MEYER - #482 Walker Road,888-998-2546,2021-06-15T22:55:14,,GPS,45.518342,-122.841327,Beaverton,,,OR,15995 SW Walker Road,97006,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['50763'], 'posts': ['15976', '16216']}",,POINT (7602058.159706332 683769.7428423386),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
178,178,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,95284,,,E,Salem - Liberty Parkade,888-998-2546,2021-06-15T22:55:14,,GPS,44.939001,-123.039338,Salem,"Entrance to underground parking is on 
the east side of the complex on Liberty 
Street, which is a one-way street.
",,OR,199 Liberty St. SE,97301,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['68349'], 'posts': ['502656', '502662']}",,POINT (7544689.724904263 474188.6876229474),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
179,179,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,95299,,,E,FRED MEYER - #393 Tualatin,888-998-2546,2021-06-15T22:55:14,,GPS,45.381549,-122.756283,Tualatin,"Chargers are located on the east side 
near the garden shop
",,OR,19200 SW Martinazzi,97062,US,,,,,,,,,,,"['CHADEMO', 'J1772']",2.0,,1.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['101278'], 'posts': ['34778', '37065']}",,POINT (7622454.997128984 633294.240450418),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
180,180,public,MON: 10:00am-6:00pm | TUE: 10:00am-8:00pm | WED: 12:00pm-8:00pm | THU: 12:00pm-8:00pm | FRI: 10:00am-6:00pm | SAT: 10:00am-6:00pm | SUN: 10:00am-6:00pm,,,2021-06-15,,ELEC,Public,95301,,,E,Mult Co - Hillsdale Public Library,888-998-2546,2021-06-15T22:55:14,,GPS,45.479667,-122.693655,Portland,"Mon 10AM-6PM  - Tue 10AM-8PM - Wed & 
Thu 12PM-8PM - Fri & Sat 10AM-6PM - Sun 
10AM-5PM
",,OR,1525 SW Sunset Blvd,97239,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['52170'], 'posts': ['158624', '166178']}",,POINT (7639511.492995874 668611.6401741559),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
183,183,public,MON: 12:00am-11:58pm | TUE: 12:00am-11:58pm | WED: 12:00am-11:58pm | THU: 12:00am-11:58pm | FRI: 12:00am-11:58pm | SAT: 12:00am-11:58pm | SUN: 12:00am-11:58pm,,,2021-06-15,,ELEC,Public,95404,,,E,FRED MEYER - #663 Sandy,888-998-2546,2021-06-15T22:55:14,,GPS,45.402972,-122.294316,Sandy,,,OR,16625 SE 362nd Ave,97055,US,,,,,,,,,,,"['CHADEMO', 'J1772']",2.0,,1.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['53376'], 'posts': ['37441', '38859']}",,POINT (7741286.904088441 638127.8320710863),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
185,185,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,95415,,,E,Legacy Mount Hood Medical Center,888-998-2546,2021-06-15T22:55:14,,GPS,45.517162,-122.407497,Gresham,,,OR,24800 SE Stark St,97030,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['37061'], 'posts': ['502638', '502691']}",,POINT (7713208.110927023 680415.9765983513),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
186,186,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,95517,,,E,Tigard - Senior Center,888-998-2546,2021-06-15T22:55:14,,GPS,45.422253,-122.766953,Tigard,,,OR,8740 SW Omara St.,97223,US,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['70975'], 'posts': ['41221']}",,POINT (7620130.928041083 648205.6451767292),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
187,187,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,95593,,,E,Legacy Meridian Park Hospital,888-998-2546,2021-06-15T22:55:14,,GPS,45.379814,-122.743093,Tualatin,,,OR,19300 Southwest 65th Avenue,97062,US,,,,,,,,,,,['J1772'],,,3.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['39073'], 'posts': ['174482', '24799', '34373']}",,POINT (7625825.107250378 632567.5567885946),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
